,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
290965,-34.6000522,-58.4402992,Villa Crespo,departamento,2,1,49,45,140000
343779,-34.6083,-58.3712,Balvanera,departamento,3,2,61,53,95000
388832,-34.6037733,-58.4404228,Villa Crespo,departamento,3,2,57,54,105000
272330,-34.5982382,-58.4054005,Barrio Norte,departamento,3,2,64,56,165000
408442,-34.614906,-58.399436,Balvanera,departamento,4,3,151,98,198000
262510,-34.5845932,-58.4499701,Chacarita,ph,2,1,54,42,95000
144607,-34.6230168,-58.5044543,Velez Sarsfield,ph,3,2,126,66,137000
327856,-34.6199478,-58.4306674,Caballito,departamento,2,1,37,37,104900
333070,-34.5891504728,-58.4093829814,Barrio Norte,departamento,3,2,118,89,350000
130395,-34.65358,-58.412805,Pompeya,ph,1,1,77,66,35000
428559,-34.624845,-58.431635,Caballito,departamento,2,1,53,45,109080
353967,-34.5985821572,-58.3766888135,Retiro,departamento,2,1,37,37,75000
231493,-34.6562981236,-58.4949874878,Mataderos,ph,1,1,77,66,39900
4831,-34.5845219,-58.4134053,Palermo,departamento,2,1,44,44,108000
17220,-34.6211136,-58.38714,Constitución,departamento,2,1,41,39,67000
291368,-34.633805,-58.4583834,Flores,departamento,4,3,117,100,275000
459651,-34.6302355,-58.4627451,Floresta,departamento,4,3,149,90,250000
324063,-34.624794627,-58.4489393234,Caballito,departamento,2,1,49,46,155000
440471,-34.6386009,-58.4207246,Boedo,departamento,1,1,77,66,33350
264407,-34.6168796,-58.4497625,Caballito,departamento,1,1,44,34,85000
66622,-34.5622848,-58.4449325,Belgrano,departamento,4,3,154,147,339000
343483,-34.5735261,-58.4325156,Palermo,departamento,2,1,56,46,115000
319326,-34.5778691088,-58.4881369804,Villa Urquiza,departamento,2,1,35,35,120000
22992,-34.5706924,-58.4478225,Belgrano,departamento,2,1,43,40,125000
77762,-34.62574,-58.5205473,Versalles,ph,1,1,35,30,70000
356872,-34.6141224,-58.3994107,Monserrat,departamento,1,1,35,35,92170
370412,-34.61399534202049,-58.36360988886702,Puerto Madero,departamento,3,2,105,100,475000
146085,-34.5929597,-58.399083,Barrio Norte,departamento,3,3,74,74,225000
178208,-34.6218585,-58.4434877,Caballito,departamento,3,2,69,66,130000
25601,-34.6285911,-58.3667682,Boca,departamento,3,2,58,56,65000
165273,-34.5554533,-58.4820234,Saavedra,departamento,1,1,34,30,127000
141110,-34.6111512,-58.5123915,Villa Devoto,ph,3,2,72,58,158000
259625,-34.6298857,-58.4638709,Flores,departamento,2,1,52,41,123000
406485,-34.56766,-58.44499,Belgrano,departamento,4,3,157,150,445000
174895,-34.6102639,-58.5121648,Villa Devoto,ph,2,1,60,53,128000
148020,-34.6033064,-58.3634139,Puerto Madero,departamento,2,1,66,61,385000
114936,-34.5698149,-58.461171,Belgrano,departamento,4,3,155,143,355000
120483,-34.6410489,-58.501332,Villa Luro,ph,2,1,37,33,78000
168066,-34.6207176,-58.4330084,Caballito,departamento,3,2,81,73,260000
413892,-34.6127425,-58.4066471,Balvanera,departamento,1,1,77,66,39500
35158,-34.5855119,-58.484735,Parque Chas,departamento,2,1,47,42,98000
177788,-34.5913273,-58.4119828,Palermo,departamento,4,3,104,101,285000
328249,-34.6243588,-58.408503,San Cristobal,departamento,4,3,83,74,129900
76890,-34.5919776,-58.4050384,Barrio Norte,departamento,3,2,68,58,195000
167104,-34.5976726,-58.3784223,Retiro,departamento,1,1,31,31,126000
107654,-34.636809,-58.3732065,Barracas,departamento,2,1,47,44,99000
97926,-34.557917,-58.4599067,Belgrano,departamento,2,1,51,48,148000
327647,-34.5627127,-58.4655556,Belgrano,departamento,1,1,77,66,72000
278799,-34.58252506122768,-58.425474744127335,Palermo,departamento,3,2,80,70,350000
119997,-34.6255047,-58.4686292,Flores,departamento,1,1,30,32,80000
103767,-34.6050013,-58.4594781,Paternal,departamento,2,1,44,39,75000
414883,-34.5851641,-58.4210092,Palermo,departamento,2,1,38,38,99000
446818,-34.6059659,-58.488784,Villa del Parque,departamento,4,3,88,78,250000
398779,-34.6179703,-58.4287819,Caballito,departamento,2,1,46,38,86000
341726,-34.5538649269,-58.4581232071,Belgrano,departamento,3,2,85,76,295000
346385,-34.6165523,-58.3616714,Puerto Madero,departamento,2,1,90,78,348000
117487,-34.6195452,-58.4182353,Almagro,departamento,1,1,32,32,73000
59212,-34.5634039392,-58.4574794769,Belgrano,departamento,4,3,114,103,279000
385587,-34.5607715,-58.4563964,Belgrano,departamento,4,3,95,90,225000
193433,-34.618632,-58.471051,Caballito,departamento,3,2,65,55,119000
456141,-34.6272687,-58.4278119,Parque Chacabuco,departamento,3,2,60,51,110000
444306,-34.5792334,-58.4759066,Villa Ortuzar,departamento,2,1,66,56,148000
105606,-34.619025,-58.403829,San Cristobal,departamento,1,1,35,30,60000
398028,-34.5589758,-58.4612401,Belgrano,departamento,4,3,75,66,215000
61989,-34.5868194,-58.4394854,Palermo,departamento,1,1,45,40,118000
125052,-34.6426783,-58.5008709,Villa Luro,departamento,3,2,53,50,126000
92171,-34.581367,-58.4422273,Palermo,departamento,2,1,51,45,166413
451432,-34.6124953952,-58.3940720558,Congreso,departamento,3,2,47,44,79000
108670,-34.5740637,-58.4460504,Belgrano,departamento,3,2,96,90,570000
29041,-34.5991959,-58.4836201,Villa del Parque,departamento,1,1,39,35,67150
226937,-34.5908182,-58.4772295,Parque Chas,ph,4,3,134,75,165000
329912,-34.5883256,-58.3955868,Recoleta,departamento,1,1,43,41,135000
101347,-34.6305389,-58.4741847,Floresta,ph,4,2,88,75,112000
236862,-34.598239,-58.4342958,Villa Crespo,departamento,1,1,39,34,79000
194601,-34.6295266527,-58.4315264225,Flores,ph,4,3,93,76,119900
168106,-34.6152037,-58.443847,Caballito,departamento,4,3,115,110,440000
117919,-34.5780759,-58.4409064,Colegiales,departamento,3,2,66,62,125000
46784,-34.5526462787,-58.4511453284,Belgrano,departamento,1,1,37,33,120000
447163,-34.5827164,-58.4246698,Palermo,departamento,1,1,42,35,132000
41666,-34.5914694,-58.39955,Recoleta,departamento,3,2,50,50,120000
137197,-34.5820981,-58.4488594,Palermo,departamento,2,1,50,45,127985
16810,-34.5794117,-58.4334212,Palermo,departamento,1,1,44,42,105000
414680,-34.5527667,-58.4599445,Nuñez,departamento,1,1,34,30,85000
257608,-34.5737617,-58.4496389,Colegiales,departamento,1,1,38,37,98000
277794,-34.5767314008,-58.4617936258,Villa Ortuzar,departamento,4,3,142,130,348000
195327,-34.587359,-58.4018044,Recoleta,departamento,1,1,44,44,160000
83735,-34.6086857,-58.4197273,Almagro,departamento,3,2,82,76,157000
210818,-34.548045841853735,-58.46547258653095,Nuñez,departamento,4,3,175,125,489000
250627,-34.5990755723,-58.4027159,Barrio Norte,departamento,1,1,50,44,110000
384437,-34.5617994297,-58.4484759594,Belgrano,departamento,5,3,144,142,460000
188937,-34.5960542,-58.5048879,Villa Devoto,departamento,3,2,70,65,175000
64522,-34.5895632,-58.402095,Barrio Norte,departamento,2,1,51,47,135000
354708,-34.621801658,-58.3860254288,Constitución,ph,2,1,49,42,89300
390853,-34.6075523,-58.4261068,Almagro,departamento,3,1,65,55,110000
114904,-34.5674487,-58.456365,Belgrano,departamento,2,1,34,34,89000
394649,-34.549398,-58.489297,Saavedra,casa,3,2,130,120,230000
41977,-34.5682928,-58.5002667,Villa Urquiza,ph,3,2,115,105,249000
336522,-34.5815579,-58.4650758,Villa Ortuzar,departamento,2,1,49,46,82466
209177,-34.5664686,-58.4375631,Palermo,departamento,3,2,120,111,350000
260079,-34.6025816488,-58.4147635317,Abasto,departamento,2,1,45,40,85000
86761,-34.5743062,-58.4733033,Villa Urquiza,departamento,3,2,134,80,405000
21236,-34.6126228,-58.5084575,Villa Devoto,departamento,2,1,105,50,167000
308781,-34.5905272,-58.5094305,Villa Devoto,departamento,2,1,44,39,114900
172699,-34.573257,-58.4800673,Villa Urquiza,departamento,2,1,64,57,155000
390600,-34.60612355025763,-58.40375895321356,Once,departamento,1,1,37,32,81400
293582,-34.61468083,-58.4010772389,Balvanera,departamento,3,2,52,49,98900
131624,-34.5946553,-58.3840563,Recoleta,departamento,2,1,57,57,138000
409137,-34.6286311,-58.4388566,Almagro,departamento,2,1,44,37,129500
114919,-34.562430705786525,-58.45480465588652,Belgrano,departamento,3,2,50,50,169000
224168,-34.6226668932,-58.4934157133,Floresta,casa,5,4,170,150,195000
188401,-34.6061608,-58.4634978,Villa General Mitre,departamento,3,2,64,52,139000
313136,-34.6298857,-58.4638709,Flores,departamento,3,2,68,51,134000
350033,-34.6033628,-58.3996413,Balvanera,departamento,3,3,77,77,145000
281860,-34.61367,-58.407122,Balvanera,departamento,1,1,77,66,39900
147375,-34.5680975,-58.435397,Palermo,departamento,2,1,61,55,231900
44300,-34.5822353,-58.472744,Villa Urquiza,departamento,2,1,63,47,128000
100906,-34.5589521,-58.4460034,Belgrano,departamento,4,3,118,105,480000
97740,-34.5936499,-58.3797484,Retiro,departamento,2,1,38,38,82000
351373,-34.6315362,-58.4629933,Flores,ph,3,2,68,55,125000
126690,-34.5944502625,-58.4132815875,Recoleta,departamento,4,2,65,61,137500
91938,-34.5941888,-58.3802256,Retiro,departamento,4,3,135,97,320000
16923,-34.5685563,-58.4532484,Belgrano,departamento,2,2,46,39,136000
10189,-34.6209540719,-58.3614349365,Puerto Madero,departamento,2,1,68,57,340000
30189,-34.5591999,-58.4635975,Belgrano,departamento,3,2,78,69,205000
431104,-34.615974329,-58.3667564392,Puerto Madero,departamento,1,1,35,31,90700
73391,-34.5816169,-58.410797,Palermo,departamento,3,2,91,78,215000
37137,-34.638061,-58.5039934,Villa Luro,departamento,4,3,81,73,140000
408418,-34.5809009,-58.4120382,Recoleta,departamento,3,2,60,60,170000
412286,-34.5577879,-58.4420555,Belgrano,departamento,3,2,83,83,245000
174329,-34.616784,-58.4044812,Balvanera,departamento,1,1,77,66,52000
152249,-34.6113088,-58.3900719,Monserrat,departamento,3,2,67,62,134900
25693,-34.6206051,-58.4593373,Flores,departamento,1,1,38,36,83600
297304,-34.5657805699,-58.4506988525,Belgrano,ph,4,2,98,78,229000
223368,-34.6386843,-58.4265694,Boedo,casa,5,3,157,100,189000
165582,-34.5460605,-58.4757661,Saavedra,ph,2,1,74,48,190000
303365,-34.6413564,-58.4796829,Parque Avellaneda,departamento,3,2,70,70,91000
217531,-34.5557359,-58.4692845,Nuñez,departamento,3,2,77,60,220000
450200,-34.5957697546,-58.4213662148,Palermo,departamento,1,1,31,32,64000
85803,-34.5601751,-58.4579508,Belgrano,departamento,3,1,60,58,110000
336271,-34.5895968,-58.3937549,Recoleta,departamento,3,2,66,62,190000
133665,-34.6201843,-58.4260938,Caballito,departamento,4,3,94,94,187000
381203,-34.540652,-58.468081,Nuñez,departamento,3,2,81,77,210000
155010,-34.59846947667256,-58.44031156021076,Villa Crespo,departamento,1,1,41,35,81000
187948,-34.6045384,-58.4249555,Almagro,departamento,1,1,34,31,72905
238105,-34.624609,-58.464289,Flores,departamento,3,2,81,65,130000
79552,-34.597789,-58.4870007,Villa del Parque,departamento,4,3,144,123,259000
82384,-34.5981537,-58.3972715,Barrio Norte,departamento,3,2,74,70,155000
229290,-34.5902286,-58.4006068,Barrio Norte,departamento,3,2,66,66,180000
43795,-34.620095,-58.4102798,Boedo,departamento,2,1,34,34,69000
190646,-34.5968076,-58.4003781,Barrio Norte,departamento,2,1,48,42,92000
225580,-34.60325993456439,-58.38309012384223,San Nicolás,departamento,2,1,34,34,85000
328163,-34.5951801553,-58.4459633984,Villa Crespo,departamento,3,2,76,60,166000
356967,-34.6132582,-58.3617356,Puerto Madero,departamento,3,2,116,110,480000
269921,-34.6023332,-58.4174266,Almagro,departamento,2,1,53,40,84000
12445,-34.5885883,-58.403716,Recoleta,departamento,2,1,63,33,109000
44301,-34.5700432,-58.4888771,Villa Urquiza,departamento,2,1,40,37,100000
94776,-34.6283955,-58.4376721,Caballito,departamento,4,3,87,75,150000
409098,-34.5545385275,-58.4649731762,Nuñez,departamento,1,1,34,31,110000
198160,-34.550747,-58.4744357,Saavedra,ph,3,2,211,150,309000
38317,-34.5938374,-58.3802062,Recoleta,departamento,5,3,163,152,450000
439614,-34.5835702,-58.5097799,Villa Pueyrredón,departamento,1,1,34,30,71000
139515,-34.6270716752,-58.4432661336,Caballito,departamento,2,1,77,66,63000
231589,-34.6168023,-58.4796068,Villa Santa Rita,ph,3,2,119,74,159000
15879,-34.6153697,-58.4588925,Villa General Mitre,departamento,4,3,85,80,195000
248716,-34.6318962,-58.3839708,Constitución,ph,3,3,64,53,115000
203813,-34.5866989,-58.4206771,Palermo,departamento,1,1,54,43,120000
38346,-34.6173759,-58.3930968,Balvanera,departamento,1,1,77,66,44000
75687,-34.5998222,-58.4316957,Villa Crespo,departamento,2,1,45,41,110000
243061,-34.5798405663,-58.4096672675,Palermo,departamento,3,2,80,80,315000
429103,-34.5783885053,-58.4497830172,Colegiales,departamento,2,1,40,36,98950
277106,-34.6224583,-58.4596393,Flores,departamento,2,1,63,55,79500
306398,-34.614996,-58.391557,Congreso,departamento,2,1,36,32,75000
99000,-34.5667473,-58.432954,Palermo,departamento,3,2,97,64,235000
293210,-34.5864938569,-58.4397178111,Palermo,departamento,2,1,52,42,117000
268777,-34.58252506122768,-58.425474744127335,Palermo,departamento,2,1,110,89,380000
408835,-34.5918929,-58.4998946,Villa Luro,departamento,1,1,39,35,81500
9987,-34.5869033,-58.4519303,Chacarita,departamento,1,1,36,36,68100
306361,-34.5633123328,-58.4514337471,Belgrano,departamento,4,3,177,145,370000
447548,-34.6214086,-58.463575,Flores,departamento,3,2,52,49,89000
393775,-34.605777,-58.4684319,Villa General Mitre,ph,3,2,124,86,145000
314341,-34.6050642565,-58.4115238915,Abasto,departamento,2,1,35,35,67500
150807,-34.6018262,-58.4369967,Villa Crespo,departamento,3,2,56,54,99000
223771,-34.6095586,-58.4198309,Almagro,departamento,1,1,34,33,88000
436427,-34.6046128,-58.3939542,Balvanera,departamento,1,1,77,66,50000
45870,-34.5932257,-58.4084064,Recoleta,departamento,2,1,45,43,117000
271330,-34.6287299,-58.4003766,Parque Patricios,ph,4,3,150,100,187300
366618,-34.5969874,-58.4020683,Recoleta,departamento,3,2,93,87,250000
239887,-34.6019919,-58.4188988,Almagro,departamento,2,1,51,42,89000
454785,-34.603217,-58.440263,Villa Crespo,departamento,2,1,43,38,64000
39581,-34.5646466,-58.4373871,Belgrano,departamento,4,3,138,138,430000
431102,-34.6142613697,-58.3696961403,Puerto Madero,departamento,1,1,58,47,211236
432200,-34.5805901,-58.4971861,Villa Pueyrredón,ph,3,2,79,62,174000
105572,-34.5882094369,-58.5108661652,Villa Devoto,departamento,3,2,78,71,270000
105620,-34.5676901,-58.4918971,Villa Urquiza,departamento,2,1,48,43,118000
262350,-34.5697457,-58.4766537,Villa Urquiza,departamento,2,1,56,51,160000
339841,-34.5891322,-58.3869584,Recoleta,departamento,3,2,124,115,490000
285836,-34.6225654,-58.4315385,Caballito,departamento,3,2,91,76,199900
452664,-34.6054815,-58.4313038,Caballito,departamento,1,1,43,39,81500
33234,-34.549043,-58.47184,Nuñez,departamento,4,3,81,76,194000
316802,-34.5982973,-58.3946837,Recoleta,departamento,3,2,135,130,270000
76962,-34.5728906,-58.4781853,Villa Urquiza,departamento,2,1,52,47,136000
254216,-34.5688954,-58.4318265,Palermo,departamento,1,1,35,31,90000
360048,-34.581712,-58.4063462,Palermo,departamento,2,1,31,31,69500
378675,-34.6398554,-58.4557354,Flores,casa,4,3,178,127,235000
65503,-34.5675854,-58.4618508,Belgrano,departamento,4,3,118,101,370000
459358,-34.5684544,-58.4474575,Palermo,departamento,3,2,75,62,169000
454881,-34.606885,-58.5124398,Villa Devoto,departamento,2,1,44,42,72000
418577,-34.5796455,-58.431355,Palermo,departamento,2,1,45,42,109000
459320,-34.6108477757,-58.4172045688,Almagro,departamento,3,2,80,77,130000
235510,-34.621114,-58.3839465,Constitución,departamento,2,1,47,47,50000
139148,-34.573396,-58.441103,Palermo,departamento,2,1,44,42,179000
428878,-34.6115181,-58.3738937,Monserrat,departamento,1,1,77,66,79000
135171,-34.5584903,-58.4464734,Belgrano,departamento,1,1,37,34,97000
295946,-34.5921376,-58.3768843,Barrio Norte,departamento,4,3,119,119,339000
375713,-34.607083,-58.440119,Caballito,departamento,3,2,62,54,110000
26232,-34.626092,-58.4517231,Caballito,departamento,3,2,66,57,159000
174299,-34.5941216,-58.3783977,Recoleta,departamento,7,4,180,180,490000
108692,-34.562430705786525,-58.45480465588652,Belgrano,departamento,2,1,53,45,149000
415519,-34.6011593,-58.3981059,Balvanera,departamento,1,1,33,34,80000
397397,-34.604373,-58.418814,Almagro,departamento,4,3,80,75,142000
58641,-34.5784816003,-58.4989597449,Villa Pueyrredón,ph,2,1,60,60,220000
202049,-34.59846947667256,-58.44031156021076,Villa Crespo,departamento,2,1,45,31,60000
320519,-34.5731916,-58.4223039,Palermo,departamento,3,2,110,89,375000
352879,-34.5469603,-58.4809418,Saavedra,departamento,2,1,98,79,174485
397700,-34.5977523126,-58.3876443623,Palermo,departamento,2,1,51,48,187000
315658,-34.5902548,-58.5030375,Villa Pueyrredón,departamento,2,1,40,35,94000
335034,-34.5845083,-58.4694105,Villa Urquiza,ph,4,3,220,117,177000
272936,-34.5693225,-58.4752511,Villa Urquiza,ph,6,4,214,147,280000
306463,-34.628230043078716,-58.488791077706445,Floresta,departamento,1,1,37,31,79900
127520,-34.5747381,-58.4867084,Villa Urquiza,departamento,4,3,98,88,200000
122145,-34.5685597,-58.4496725,Belgrano,departamento,4,3,140,130,415000
181711,-34.5633555,-58.483243,Coghlan,departamento,2,1,54,50,109000
7312,-34.6128842,-58.4189459,Almagro,departamento,3,2,47,47,135000
304463,-34.6210994,-58.3729089,San Telmo,ph,3,2,240,133,240000
436842,-34.586721,-58.494285,Villa Pueyrredón,departamento,2,1,70,52,125000
352916,-34.6172847,-58.3963324,Balvanera,departamento,1,1,43,41,61900
401841,-34.5985281,-58.3969684,Barrio Norte,departamento,2,1,36,36,79000
31059,-34.6228656,-58.463758,Flores,departamento,3,2,80,74,145000
67598,-34.603076911200006,-58.38712500208308,Tribunales,departamento,2,1,45,45,125000
194203,-34.6058373,-58.4246868,Almagro,departamento,2,1,77,66,60000
397566,-34.5855002,-58.4153083,Palermo,departamento,3,2,57,57,137500
359327,-34.6013333,-58.4332938,Villa Crespo,ph,2,1,74,56,109000
80595,-34.5921785,-58.3962795,Recoleta,departamento,2,1,47,43,110000
212899,-34.6041849,-58.432451,Villa Crespo,departamento,5,4,200,178,450000
286104,-34.6113731,-58.3726,Monserrat,departamento,1,1,77,66,45000
454924,-34.6098463,-58.5251418,Villa Devoto,departamento,3,2,62,57,128000
172654,-34.6048078,-58.5155657,Villa Devoto,departamento,4,3,132,106,520000
193439,-34.61872310708088,-58.44193605327804,Caballito,departamento,3,2,57,57,115000
195092,-34.6358415901,-58.4163638847,Boedo,departamento,2,1,52,43,80000
77420,-34.6458883,-58.4213909,Pompeya,ph,5,3,210,125,139000
69561,-34.580743,-58.4118406,Palermo,departamento,2,1,49,43,145000
334549,-34.6300625,-58.5026762,Villa Luro,ph,3,2,85,65,85000
43878,-34.5660948,-58.4599358,Coghlan,departamento,4,3,171,159,450000
408284,-34.5555753,-58.4388026,Belgrano,departamento,2,1,77,77,207900
189808,-34.562430705786525,-58.45480465588652,Belgrano,departamento,5,3,113,94,445000
168459,-34.602223,-58.442157,Villa Crespo,departamento,3,1,125,104,132000
121727,-34.541616,-58.4733768,Nuñez,departamento,2,1,54,46,113000
200624,-34.5859647,-58.4237173,Palermo,departamento,1,1,36,32,105000
156420,-34.5704795,-58.4483013,Belgrano,departamento,2,1,48,44,160000
12362,-34.5597322,-58.4598221,Belgrano,departamento,1,1,39,38,85600
197348,-34.5488128,-58.4694672,Nuñez,departamento,2,1,56,46,105000
350186,-34.5754283,-58.4416277,Colegiales,departamento,2,1,47,41,101050
426080,-34.5905168,-58.4165081,Palermo,departamento,2,1,46,43,150000
385574,-34.5699486,-58.4469822,Belgrano,departamento,3,2,61,56,165000
49829,-34.612695,-58.504996,Monte Castro,departamento,2,1,42,36,65000
205213,-34.6411203,-58.3973384,Parque Patricios,ph,6,3,122,97,98000
344252,-34.6353203,-58.3953797,Parque Patricios,ph,3,2,80,80,59500
360507,-34.6042793,-58.5008664,Villa del Parque,departamento,4,3,95,82,175000
